race,sex,age_cat,decile_score,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,score_text,length_of_stay,two_year_recid
0,1,1,7,8,-1.0,0,1,1,1,1
1,1,0,9,1,-1.0,0,0,2,1,0
1,1,1,1,0,-1.0,1,1,0,0,1
1,1,1,8,1,0.0,1,1,2,0,1
0,1,1,1,1,-1.0,0,0,0,0,0
0,1,0,3,2,0.0,0,1,0,1,1
1,1,2,2,4,-5.0,0,0,0,2,0
0,1,1,3,4,0.0,0,0,0,-1,0
1,1,1,5,0,-1.0,1,0,1,1,0
1,1,2,1,1,-1.0,1,1,0,1,1
1,1,2,4,1,0.0,0,0,0,1,0
0,1,2,4,1,-1.0,1,1,0,0,1
1,1,2,1,0,0.0,0,0,0,27,0
1,1,0,5,3,-1.0,1,1,1,1,1
0,1,1,1,1,-1.0,0,0,0,0,0
0,0,1,7,10,15.0,1,1,1,3,1
0,1,1,8,10,0.0,1,1,2,0,1
0,1,1,6,6,0.0,0,1,1,1,1
0,1,1,1,0,-1.0,0,0,0,1,0
1,1,2,6,10,-1.0,0,0,1,22,0
0,1,1,9,1,-1.0,0,1,2,0,1
0,1,2,7,10,-1.0,0,1,1,4,1
0,1,1,1,4,0.0,1,0,0,0,0
1,1,1,8,10,-1.0,0,1,2,0,1
1,0,2,1,0,-1.0,1,0,0,0,0
0,1,1,10,3,-1.0,1,1,2,1,0
0,1,0,7,1,-1.0,0,1,1,0,1
1,1,2,7,0,-1.0,0,0,1,30,0
1,1,1,7,16,-1.0,1,0,1,81,0
0,1,0,6,4,-1.0,0,1,1,1,1
0,1,0,7,0,-1.0,0,1,1,1,1
1,1,2,1,0,0.0,0,0,0,2,0
1,0,1,1,0,0.0,1,0,0,1,0
1,1,1,3,0,-1.0,0,0,0,54,0
0,0,2,6,7,-1.0,0,0,1,18,0
0,1,1,2,0,0.0,1,0,0,0,0
1,1,1,6,0,-1.0,1,0,1,0,0
0,1,1,4,3,-1.0,0,1,0,1,1
0,1,0,6,1,-1.0,0,1,1,2,1
1,1,1,1,0,-1.0,1,0,0,0,0
1,1,1,7,11,0.0,0,1,1,11,1
0,1,0,3,0,-1.0,0,0,0,1,0
0,1,2,6,10,-1.0,0,1,1,43,1
0,1,1,8,4,0.0,0,1,2,0,1
0,1,1,4,1,-1.0,0,1,0,0,1
0,1,1,2,0,-1.0,0,0,0,0,0
0,1,2,4,1,-1.0,0,0,0,0,0
0,1,0,9,0,-1.0,1,0,2,2,0
0,0,1,4,0,-1.0,1,0,0,1,0
0,1,2,6,16,-1.0,0,1,1,68,1
0,1,1,7,4,-1.0,0,0,1,29,0
0,1,1,6,8,-1.0,0,1,1,1,0
0,0,1,2,0,-1.0,1,0,0,0,0
0,1,1,5,1,0.0,1,0,1,0,0
1,1,1,1,0,-1.0,1,0,0,0,0
0,0,1,2,0,-1.0,0,0,0,0,0
0,1,1,6,9,0.0,0,1,1,1,1
0,1,2,5,1,-22.0,0,0,1,0,0
1,1,1,2,1,-1.0,0,0,0,2,0
1,0,2,3,0,-6.0,1,1,0,4,1
0,0,2,9,8,-1.0,0,0,2,43,0
0,1,1,7,5,-1.0,0,1,1,6,1
0,1,2,1,13,-1.0,0,1,0,0,1
0,1,1,2,8,-1.0,0,1,0,1,1
0,1,0,2,0,0.0,1,0,0,1,0
0,1,0,9,1,-1.0,0,1,2,1,0
1,1,2,1,0,-1.0,1,0,0,0,0
1,1,2,1,0,-1.0,0,0,0,73,0
1,1,1,2,1,0.0,0,0,0,292,0
0,1,0,4,1,0.0,0,1,0,1,1
1,1,2,8,5,0.0,0,1,2,-1,1
1,1,2,1,0,0.0,1,0,0,0,0
0,0,1,1,1,-1.0,0,0,0,0,0
0,0,1,1,0,-1.0,0,0,0,4,0
0,1,0,7,1,-1.0,0,1,1,1,1
1,1,1,2,0,-1.0,0,1,0,1,1
0,1,1,6,1,-1.0,0,1,1,28,1
1,1,2,1,1,-1.0,1,0,0,0,0
0,1,0,9,2,-1.0,0,0,2,76,0
1,1,2,9,33,-1.0,0,1,2,242,1
1,0,2,1,1,-1.0,0,0,0,1,0
0,1,0,7,1,-1.0,1,1,1,27,1
0,1,0,8,4,-1.0,0,1,2,0,1
0,1,1,1,0,-1.0,0,0,0,2,0
0,1,1,1,1,-1.0,1,0,0,32,0
1,1,1,2,4,-1.0,0,0,0,1,0
1,0,1,2,0,0.0,0,0,0,5,0
1,1,1,9,14,-1.0,0,0,2,0,0
1,1,2,1,1,-1.0,1,0,0,1,0
0,1,1,5,15,-1.0,0,0,1,1,0
0,1,0,4,1,-1.0,0,0,0,1,0
0,1,2,1,1,0.0,1,0,0,0,0
1,1,1,6,2,-1.0,0,1,1,0,1
1,1,1,6,1,-1.0,1,0,1,1,0
0,1,1,8,1,-1.0,0,1,2,1,1
0,1,1,10,18,-1.0,1,1,2,33,1
0,1,0,6,1,-1.0,0,1,1,1,1
1,1,1,2,1,-1.0,0,1,0,0,1
0,1,2,2,3,0.0,1,0,0,1,0
0,0,1,8,14,-1.0,0,0,2,1,0
0,1,1,5,7,-1.0,0,1,1,1,1
0,1,1,9,20,-1.0,0,1,2,29,1
1,1,1,9,0,0.0,0,1,2,0,1
1,1,0,2,0,0.0,1,1,0,0,1
0,0,1,1,1,0.0,1,0,0,-1,0
1,1,2,1,0,0.0,1,0,0,0,0
0,1,1,9,5,-1.0,0,1,2,155,1
1,1,0,5,3,-1.0,0,1,1,39,1
1,1,2,1,0,0.0,1,0,0,0,0
1,0,1,1,0,-1.0,1,0,0,0,0
1,1,1,2,1,0.0,1,1,0,-1,1
0,1,1,5,1,-1.0,1,0,1,2,0
1,1,0,3,2,-18.0,1,0,0,15,0
0,1,1,10,16,-1.0,0,1,2,0,1
1,1,1,1,0,-7.0,0,0,0,7,0
1,1,0,3,1,-1.0,1,1,0,0,0
0,1,1,7,1,-1.0,0,1,1,168,1
1,1,1,4,0,-1.0,0,0,0,-1,0
1,1,1,1,0,-1.0,0,0,0,1,0
1,1,1,3,1,-2.0,0,0,0,0,0
1,1,1,4,1,23.0,0,1,0,2,1
0,1,2,7,0,0.0,0,1,1,0,1
0,1,1,6,7,-1.0,0,1,1,24,0
0,1,1,2,0,-1.0,1,0,0,1,0
0,1,1,7,8,-1.0,0,1,1,49,1
1,1,2,1,0,0.0,1,0,0,2,0
0,1,2,1,0,-1.0,1,1,0,0,1
0,1,1,1,1,-1.0,1,0,0,0,0
1,1,1,2,0,-1.0,0,1,0,1,1
1,0,1,5,1,-1.0,1,1,1,10,1
1,1,1,4,9,0.0,1,1,0,1,1
0,1,2,2,2,-1.0,0,1,0,7,1
0,1,1,5,1,-1.0,0,1,1,22,1
0,1,1,4,2,-23.0,0,0,0,18,0
0,0,0,8,4,-1.0,1,1,2,0,1
0,1,0,4,1,0.0,1,0,0,2,0
0,0,2,3,2,-1.0,0,0,0,11,0
0,1,1,5,2,-1.0,1,1,1,9,1
0,0,1,2,0,-1.0,1,0,0,0,0
1,1,0,8,0,-1.0,0,1,2,7,1
1,0,2,1,0,-1.0,1,0,0,3,0
1,1,2,3,0,-1.0,0,0,0,27,0
0,1,2,1,1,-1.0,1,0,0,0,0
0,1,2,3,3,-1.0,1,1,0,1,1
0,1,1,10,5,-1.0,0,0,2,136,0
1,1,2,2,1,0.0,0,0,0,1,0
0,1,0,7,2,-1.0,0,1,1,1,1
0,1,1,8,5,-1.0,0,1,2,36,1
0,1,1,5,4,0.0,1,0,1,1,0
0,1,0,3,1,-1.0,0,1,0,15,1
0,0,1,3,7,-1.0,0,0,0,1,0
0,0,1,2,0,0.0,0,0,0,0,0
0,0,1,6,3,-1.0,0,1,1,9,1
1,1,2,1,0,-1.0,1,0,0,1,0
1,1,1,1,0,-1.0,1,0,0,0,0
1,1,1,2,0,-1.0,1,0,0,0,0
1,1,2,1,0,-1.0,1,0,0,2,0
0,1,0,10,0,-1.0,1,0,2,0,0
0,1,2,5,22,-1.0,1,0,1,1,0
0,1,1,4,0,0.0,1,0,0,0,0
0,1,1,10,9,-1.0,0,1,2,196,1
1,1,0,4,1,-5.0,0,0,0,0,0
1,1,1,2,0,0.0,1,0,0,0,0
0,1,2,6,0,-1.0,0,1,1,0,1
0,1,1,5,10,-1.0,0,1,1,1,1
1,1,0,3,0,-2.0,0,0,0,1,0
1,0,2,3,0,0.0,0,1,0,20,1
1,1,2,1,2,-1.0,1,1,0,0,1
0,0,0,8,0,-1.0,0,1,2,1,1
1,1,1,3,0,-1.0,0,1,0,0,1
0,1,1,8,11,-1.0,0,1,2,2,1
1,1,1,4,5,0.0,1,0,0,0,0
0,0,2,2,0,-1.0,1,0,0,0,0
0,1,1,8,13,-1.0,0,1,2,1,1
1,1,1,8,13,-2.0,0,1,2,33,1
0,1,1,5,5,-1.0,1,1,1,0,1
0,1,0,3,0,0.0,0,1,0,-1,0
0,1,1,1,8,0.0,0,1,0,2,1
0,0,1,6,13,-1.0,0,1,1,1,0
0,1,0,3,0,-1.0,0,1,0,13,1
0,1,0,4,0,-1.0,0,1,0,0,1
1,1,2,2,2,-1.0,1,0,0,0,0
0,0,1,9,5,-1.0,0,1,2,0,1
0,1,2,5,7,-1.0,0,1,1,181,0
0,0,0,6,0,-1.0,0,0,1,1,0
0,1,1,10,6,0.0,1,1,2,0,1
1,1,1,6,3,-1.0,0,0,1,1,0
0,1,1,10,3,-1.0,0,1,2,3,1
1,1,1,3,0,-1.0,1,0,0,1,0
0,1,1,1,1,-8.0,0,1,0,7,1
0,1,1,2,1,-1.0,0,1,0,0,1
0,1,0,5,1,-2.0,0,0,1,0,0
1,1,1,9,3,-1.0,0,1,2,1,1
1,1,1,4,0,-1.0,1,0,0,0,0
1,1,1,1,0,-1.0,0,0,0,1,0
0,1,1,2,0,-1.0,0,0,0,1,0
1,1,2,1,1,-22.0,0,0,0,1,0
1,1,2,1,0,0.0,1,0,0,0,0
0,1,2,8,14,-1.0,0,1,2,33,1
0,1,0,10,1,-1.0,0,1,2,1,1
1,1,1,7,6,-1.0,1,0,1,10,0
1,0,2,1,2,-1.0,0,1,0,0,1
0,1,1,3,7,-1.0,0,0,0,0,0
1,1,1,2,1,-1.0,1,0,0,0,0
0,1,2,7,7,-1.0,0,1,1,2,1
1,1,2,1,0,-1.0,1,0,0,0,0
1,1,1,3,0,-1.0,1,0,0,2,0
0,1,1,7,0,0.0,1,1,1,29,1
0,1,1,5,4,0.0,1,1,1,0,1
0,1,1,1,0,0.0,0,0,0,42,0
1,1,1,5,2,-1.0,0,1,1,0,1
0,0,1,3,0,-1.0,1,1,0,1,1
0,1,0,3,1,-1.0,0,1,0,0,1
0,1,1,7,0,0.0,0,1,1,241,1
0,1,2,1,2,0.0,0,1,0,1,1
0,1,1,1,1,-1.0,0,0,0,2,0
0,1,1,9,12,-1.0,1,1,2,10,1
0,1,1,5,0,0.0,0,1,1,7,1
0,1,1,5,0,-1.0,1,0,1,42,0
1,1,1,2,0,-1.0,1,0,0,1,0
0,0,1,3,1,0.0,0,0,0,44,0
1,1,1,2,4,-1.0,1,0,0,31,0
1,1,2,1,1,-1.0,0,0,0,0,0
0,1,0,6,0,-1.0,0,0,1,0,0
1,1,1,6,0,-3.0,0,0,1,1,0
0,1,0,7,1,-1.0,0,0,1,1,0
1,1,1,9,7,-1.0,1,1,2,2,1
0,1,1,8,11,-1.0,0,1,2,1,1
0,1,2,1,0,-1.0,1,0,0,1,0
0,1,1,1,1,-6.0,0,0,0,4,0
1,0,1,1,0,-2.0,1,0,0,0,0
0,0,1,4,0,-1.0,1,0,0,0,0
0,1,2,1,0,-3.0,1,0,0,0,0
1,1,1,4,2,-1.0,1,0,0,13,0
0,1,1,8,0,-1.0,0,0,2,0,0
0,1,1,5,3,0.0,0,0,1,0,0
1,1,0,8,3,-1.0,1,1,2,1,1
1,1,2,6,19,-1.0,0,1,1,1,1
0,1,1,7,1,0.0,0,0,1,0,0
1,0,2,3,1,-1.0,0,1,0,1,1
1,1,1,8,3,-19.0,0,1,2,14,1
1,1,0,6,4,0.0,0,1,1,-1,1
0,1,1,5,6,-1.0,0,0,1,84,0
0,1,0,3,0,-1.0,0,0,0,0,0
0,1,1,5,2,0.0,0,1,1,1,1
0,1,1,2,3,-1.0,1,1,0,0,0
1,0,2,1,0,-1.0,1,0,0,0,0
1,1,1,2,0,0.0,0,1,0,1,0
1,1,1,4,4,-1.0,0,1,0,3,1
1,0,1,4,2,-1.0,0,0,0,14,0
1,1,0,4,3,-1.0,0,1,0,41,1
1,1,1,4,3,-1.0,1,1,0,0,1
1,0,2,1,0,-1.0,1,0,0,1,0
1,1,0,4,3,0.0,0,1,0,-1,1
0,1,1,1,2,0.0,1,0,0,0,0
0,1,1,1,0,0.0,0,0,0,177,0
1,1,1,2,0,-1.0,1,0,0,0,0
0,1,1,5,13,-1.0,0,0,1,2,0
0,1,1,6,6,-1.0,0,0,1,0,0
0,1,0,5,0,-1.0,0,0,1,1,0
1,1,1,3,1,-1.0,0,0,0,1,0
1,1,0,5,0,0.0,0,1,1,36,1
0,1,1,9,10,0.0,0,0,2,93,0
1,1,2,3,1,0.0,0,0,0,0,0
0,1,1,10,13,0.0,1,1,2,7,1
0,1,1,3,0,0.0,0,0,0,0,0
0,1,0,4,1,-22.0,1,0,0,0,0
1,1,0,8,3,-1.0,1,1,2,8,1
0,1,1,10,8,-1.0,1,1,2,3,1
0,1,2,1,0,-1.0,0,1,0,1,1
1,1,1,9,7,-1.0,0,1,2,0,1
1,1,1,6,6,-1.0,0,1,1,270,1
0,1,1,9,25,-1.0,0,1,2,185,1
0,1,2,8,9,0.0,1,0,2,0,0
0,1,0,3,1,-10.0,0,0,0,2,0
1,0,2,1,1,0.0,1,0,0,0,0
1,1,2,6,7,-1.0,0,1,1,194,1
1,1,1,1,2,-26.0,1,0,0,2,0
1,0,1,6,0,-1.0,0,0,1,0,0
0,0,1,5,3,-16.0,0,0,1,16,0
0,1,1,2,0,-1.0,0,1,0,0,1
0,0,0,8,0,-1.0,1,1,2,1,1
0,1,0,4,0,-1.0,1,1,0,1,1
1,1,2,1,0,-1.0,0,0,0,4,0
0,1,2,6,8,-1.0,1,1,1,0,1
0,1,1,3,5,0.0,0,1,0,3,1
0,1,1,5,0,-1.0,0,0,1,0,0
1,1,0,8,3,-1.0,1,1,2,35,1
0,1,1,8,14,-1.0,1,1,2,0,1
0,1,1,6,5,-29.0,0,0,1,0,0
0,1,2,1,0,0.0,0,0,0,2,0
0,1,0,9,0,-1.0,0,0,2,2,0
0,1,2,1,1,-21.0,1,0,0,9,0
0,1,0,4,0,-1.0,0,1,0,0,1
1,1,1,2,1,-1.0,0,1,0,1,1
1,0,1,5,1,-1.0,1,1,1,0,1
0,1,2,1,0,0.0,1,1,0,0,1
0,1,1,10,13,-8.0,0,1,2,36,1
1,0,1,4,4,-1.0,0,1,0,2,0
0,1,0,7,0,0.0,0,0,1,11,0
1,1,2,4,10,-1.0,0,0,0,0,0
1,1,1,3,2,0.0,1,1,0,0,0
1,1,1,9,7,-1.0,0,1,2,1,1
0,1,0,7,0,-1.0,0,0,1,2,0
1,1,1,3,0,-1.0,0,0,0,4,0
0,1,0,3,0,0.0,0,1,0,-1,1
1,1,1,5,0,0.0,0,0,1,7,0
1,1,2,1,0,-1.0,0,0,0,1,0
1,1,2,1,0,0.0,0,0,0,0,0
1,0,1,1,1,-3.0,0,1,0,1,1
0,1,1,10,9,-1.0,1,1,2,1,1
0,1,1,6,9,-1.0,0,1,1,1,1
0,1,1,8,3,0.0,1,1,2,0,1
0,0,1,6,0,-2.0,1,1,1,1,1
0,0,1,3,0,-1.0,0,0,0,0,0
0,1,1,9,22,-1.0,0,1,2,81,1
1,1,0,4,2,-1.0,0,0,0,1,0
0,1,1,6,8,-1.0,1,1,1,9,1
1,1,1,4,2,-1.0,0,0,0,2,0
0,1,1,3,7,-1.0,0,0,0,1,0
1,0,1,4,0,-1.0,0,1,0,1,1
0,1,1,10,10,-1.0,0,1,2,32,1
1,1,1,5,2,0.0,0,1,1,0,1
0,1,1,1,0,-1.0,0,0,0,0,0
0,0,1,9,9,-1.0,0,1,2,243,1
0,1,1,9,16,-1.0,0,1,2,1,1
1,1,1,4,3,-19.0,0,1,0,1,1
1,1,1,8,4,0.0,0,1,2,1,1
1,1,0,8,2,-1.0,0,1,2,11,1
0,1,1,5,5,-1.0,1,1,1,1,1
0,1,1,1,2,-1.0,1,0,0,47,0
0,1,2,9,9,-1.0,0,1,2,35,1
0,1,1,2,7,-1.0,0,1,0,1,1
0,1,1,3,0,-1.0,1,0,0,2,0
0,1,1,6,3,0.0,1,0,1,7,0
0,0,1,3,0,-1.0,0,0,0,0,0
1,1,2,1,2,-25.0,1,0,0,1,0
0,1,2,6,12,-1.0,1,0,1,2,0
1,1,1,5,0,-1.0,0,0,1,0,0
0,1,1,9,0,-1.0,0,1,2,2,1
1,1,1,2,0,-1.0,1,0,0,0,0
0,1,1,5,5,-1.0,1,0,1,1,0
0,1,1,4,1,-18.0,0,1,0,0,1
0,1,2,8,9,-1.0,0,0,2,0,0
0,1,1,9,12,0.0,0,1,2,-1,1
0,1,0,4,0,-3.0,0,0,0,0,0
0,1,1,8,4,-1.0,0,1,2,0,1
0,1,0,4,0,16.0,0,1,0,30,1
0,1,1,4,4,-26.0,1,0,0,0,0
1,1,2,1,2,0.0,0,0,0,22,0
0,1,1,1,1,0.0,1,0,0,0,0
1,1,0,9,0,-1.0,0,1,2,0,1
1,1,2,1,1,-21.0,0,0,0,21,0
0,1,1,8,5,-1.0,0,0,2,35,0
0,1,0,10,3,0.0,0,1,2,319,1
0,1,0,8,1,-1.0,0,1,2,13,0
1,1,0,5,1,-1.0,0,1,1,5,1
0,1,1,8,6,-1.0,1,1,2,0,1
0,1,1,7,14,29.0,1,1,1,20,1
0,1,2,4,6,-1.0,1,1,0,0,1
0,1,2,9,7,-1.0,0,1,2,3,1
0,1,1,6,1,-1.0,1,0,1,1,0
1,1,2,4,2,-4.0,0,0,0,2,0
0,1,1,9,22,-29.0,0,0,2,1,0
0,1,0,3,1,-27.0,1,1,0,1,1
1,1,0,5,0,-3.0,0,0,1,-1,0
0,1,0,8,0,-1.0,0,1,2,2,1
0,1,1,10,4,-1.0,1,0,2,54,0
0,1,1,6,1,0.0,1,1,1,6,1
0,1,2,8,24,0.0,1,1,2,32,1
0,1,1,9,0,-1.0,0,0,2,0,0
0,1,0,4,1,0.0,0,0,0,0,0
1,1,1,1,0,-1.0,0,0,0,1,0
0,1,2,2,5,29.0,0,0,0,31,0
0,1,1,2,2,-1.0,0,1,0,4,1
0,1,0,8,2,-1.0,0,1,2,6,1
1,1,2,2,1,-1.0,0,1,0,33,1
0,1,0,6,0,-1.0,0,1,1,1,1
1,1,1,1,5,-1.0,1,1,0,1,1
1,1,0,2,0,-1.0,0,0,0,1,0
0,1,1,7,1,-3.0,1,1,1,0,1
1,1,2,1,0,-1.0,1,0,0,0,0
0,0,1,6,3,0.0,1,1,1,0,1
0,1,1,9,2,0.0,0,0,2,160,0
1,1,2,1,0,-3.0,1,0,0,1,0
0,1,0,5,1,0.0,1,1,1,0,1
0,1,0,8,3,-1.0,0,1,2,91,1
1,1,1,4,9,0.0,1,1,0,1,1
1,1,2,1,1,-3.0,1,0,0,0,0
0,1,2,7,18,-1.0,1,1,1,41,1
0,1,0,9,1,-1.0,0,1,2,0,1
0,1,1,3,3,-1.0,1,1,0,12,1
0,1,1,9,6,-1.0,0,1,2,2,1
1,1,1,3,1,-1.0,0,1,0,0,1
1,1,1,6,1,-1.0,0,0,1,1,0
1,1,2,1,0,-1.0,0,0,0,1,0
0,1,1,2,3,0.0,1,0,0,0,0
0,1,0,5,0,-2.0,1,0,1,0,0
1,1,2,2,18,-26.0,1,1,0,3,1
0,1,1,4,2,-1.0,0,1,0,0,1
1,1,2,1,0,-1.0,1,0,0,1,0
0,1,1,2,0,-1.0,0,0,0,2,0
0,1,1,7,6,-1.0,0,0,1,1,0
1,1,2,1,0,-2.0,1,1,0,0,1
0,1,1,1,3,-1.0,0,0,0,1,0
1,1,2,3,1,-1.0,0,0,0,1,0
1,1,1,2,0,-1.0,1,0,0,1,0
0,1,2,1,1,-1.0,1,1,0,2,1
1,1,2,2,3,-1.0,0,0,0,2,0
1,1,2,4,3,-7.0,0,0,0,0,0
1,0,0,3,0,-2.0,0,1,0,0,0
0,0,2,2,10,-1.0,0,1,0,4,1
0,1,1,9,0,-1.0,0,0,2,1,0
1,0,1,2,0,0.0,1,0,0,0,0
1,1,2,1,1,-1.0,1,1,0,4,1
1,1,0,7,0,-1.0,1,0,1,0,0
1,1,1,7,9,-1.0,1,1,1,1,1
0,1,0,10,4,-1.0,0,1,2,0,1
1,1,2,1,1,-28.0,1,0,0,3,0
1,0,2,1,0,-1.0,1,0,0,0,0
1,0,0,5,2,-22.0,1,0,1,0,0
1,0,2,2,1,-22.0,1,0,0,0,0
1,1,0,9,6,-1.0,0,0,2,1,0
1,0,1,5,0,-1.0,0,0,1,1,0
1,0,1,10,2,0.0,0,0,2,181,0
0,0,0,5,1,-28.0,0,0,1,13,0
0,1,0,3,2,0.0,0,1,0,1,1
0,1,1,4,0,-1.0,0,0,0,1,0
0,1,0,3,0,-1.0,0,0,0,1,0
1,1,2,1,1,0.0,1,0,0,4,0
0,1,1,9,6,-1.0,0,1,2,2,1
0,1,1,9,7,-1.0,0,1,2,38,1
0,1,1,4,5,-1.0,0,1,0,180,1
1,1,2,1,8,-1.0,0,0,0,0,0
1,0,2,2,7,-1.0,0,1,0,0,1
0,1,1,2,3,-1.0,1,0,0,1,0
0,0,1,7,1,-1.0,0,1,1,116,1
1,1,2,1,0,-1.0,1,0,0,0,0
1,1,1,1,0,-1.0,0,0,0,0,0
0,1,1,1,0,0.0,1,1,0,0,1
0,1,1,2,0,0.0,1,0,0,0,0
0,1,2,8,19,0.0,0,1,2,39,1
0,1,2,8,24,22.0,0,0,2,6,0
0,1,1,1,2,-1.0,1,0,0,1,0
1,1,1,9,9,-1.0,0,1,2,87,1
0,1,1,7,6,-1.0,0,1,1,4,1
0,1,0,3,3,-1.0,0,1,0,0,1
1,1,0,8,2,-1.0,0,1,2,7,1
0,1,1,4,1,-1.0,0,1,0,0,1
0,0,0,4,0,-1.0,0,0,0,0,0
0,1,1,9,9,-1.0,0,0,2,0,0
0,0,2,1,0,0.0,0,0,0,1,0
0,1,0,3,1,-4.0,0,0,0,1,0
0,1,0,3,0,-1.0,0,0,0,0,0
1,1,1,7,10,7.0,0,1,1,0,1
0,1,1,2,1,0.0,1,1,0,1,1
1,1,0,6,0,-1.0,0,0,1,1,0
0,0,1,5,3,-1.0,0,1,1,0,0
0,1,0,7,0,-1.0,0,1,1,3,1
1,1,2,1,2,-1.0,1,1,0,39,0
0,1,2,1,1,-1.0,0,0,0,1,0
0,1,0,8,0,-1.0,0,1,2,1,1
0,1,2,7,20,-1.0,0,0,1,2,0
1,1,2,1,1,0.0,1,1,0,0,1
0,0,0,4,0,-7.0,0,0,0,5,0
0,1,0,3,5,-1.0,0,1,0,0,1
0,0,1,6,3,0.0,0,1,1,12,1
1,0,1,5,0,0.0,0,0,1,0,0
1,1,0,4,0,-3.0,0,0,0,0,0
1,1,1,5,5,-23.0,0,1,1,20,1
1,1,0,6,3,18.0,0,1,1,244,1
0,0,1,2,0,-1.0,1,0,0,0,0
1,0,1,1,1,-3.0,0,0,0,0,0
0,1,1,4,8,-1.0,0,0,0,1,0
1,1,1,2,3,21.0,0,0,0,25,0
0,1,1,5,2,0.0,1,1,1,7,1
0,1,1,1,0,-1.0,0,1,0,0,1
0,1,1,8,24,-1.0,1,1,2,1,1
0,0,1,4,3,-1.0,1,0,0,1,0
1,1,1,1,0,-1.0,0,0,0,6,0
0,1,1,5,9,-1.0,1,0,1,1,0
0,0,1,5,0,-1.0,0,1,1,1,1
0,0,1,4,1,-1.0,1,0,0,2,0
0,0,2,2,0,-2.0,1,0,0,0,0
1,1,0,2,0,-1.0,0,1,0,1,1
1,1,1,8,9,0.0,0,1,2,116,1
0,1,2,4,0,-1.0,0,1,0,26,1
0,1,1,10,5,-1.0,0,1,2,236,1
0,0,2,8,7,-1.0,1,0,2,18,0
1,1,2,1,3,-1.0,1,0,0,0,0
1,1,1,7,0,-1.0,1,1,1,5,1
0,1,0,3,2,-1.0,0,1,0,10,1
1,1,1,9,9,0.0,0,0,2,54,0
0,1,0,10,0,-1.0,1,1,2,35,1
0,1,1,7,5,-1.0,0,1,1,5,1
0,1,2,1,0,0.0,1,1,0,0,1
0,1,1,10,5,-1.0,0,1,2,2,0
0,1,2,2,13,-1.0,0,1,0,242,1
0,1,1,3,2,0.0,0,1,0,0,0
0,1,0,10,1,-1.0,0,1,2,5,1
1,1,2,1,0,-1.0,1,0,0,0,0
0,1,1,9,7,-1.0,0,1,2,4,1
0,1,1,1,0,0.0,1,0,0,1,0
1,1,1,7,4,-1.0,0,1,1,5,1
0,0,0,6,2,0.0,1,0,1,30,0
0,1,0,9,4,-1.0,0,1,2,51,1
1,1,1,2,0,0.0,1,1,0,1,1
1,1,1,2,0,0.0,0,0,0,0,0
0,1,1,8,2,0.0,0,1,2,19,1
1,1,2,1,0,-4.0,1,1,0,0,1
1,1,1,9,1,0.0,0,0,2,59,0
1,1,2,1,0,-1.0,1,1,0,30,1
0,1,1,10,7,-1.0,0,1,2,1,1
1,1,1,4,0,0.0,1,1,0,-1,1
0,0,0,6,1,-1.0,0,1,1,1,1
0,1,1,1,2,0.0,0,1,0,-1,1
0,1,1,10,10,-4.0,0,1,2,7,1
1,0,1,4,1,-1.0,1,0,0,0,0
0,1,1,10,12,-1.0,1,1,2,1,1
1,1,0,6,1,-21.0,1,0,1,0,0
1,1,1,1,1,0.0,0,0,0,2,0
0,1,1,8,0,-1.0,0,0,2,5,0
0,1,0,9,1,-1.0,0,1,2,1,1
1,1,1,2,2,0.0,1,1,0,34,1
0,1,1,6,5,-13.0,1,0,1,2,0
1,1,2,1,0,-1.0,1,0,0,0,0
0,1,0,8,0,-1.0,0,0,2,1,0
0,1,1,2,8,-1.0,1,0,0,1,0
1,0,1,2,0,-1.0,0,0,0,1,0
1,1,2,6,5,-1.0,0,1,1,3,1
0,0,0,4,0,-1.0,1,0,0,1,0
0,1,1,5,5,-1.0,0,1,1,0,1
1,0,2,1,1,-1.0,0,0,0,-1,0
1,0,1,3,0,0.0,1,0,0,1,0
1,1,2,8,20,0.0,0,1,2,46,1
0,1,0,3,0,-1.0,1,1,0,1,1
0,1,2,3,6,-1.0,0,0,0,24,0
1,1,1,2,0,0.0,1,0,0,-1,0
0,1,0,10,1,0.0,0,1,2,86,1
1,1,1,2,1,-1.0,1,0,0,0,0
1,1,1,10,0,-1.0,1,1,2,15,1
0,0,2,1,0,-1.0,1,0,0,1,0
1,1,2,1,0,-1.0,1,0,0,0,0
1,1,1,4,2,-2.0,1,0,0,-1,0
0,1,0,3,0,-1.0,1,0,0,12,0
0,1,2,6,10,0.0,0,0,1,30,0
1,1,1,10,17,-1.0,0,0,2,180,0
1,1,1,3,2,-1.0,0,1,0,1,1
0,1,2,3,3,-1.0,1,1,0,31,1
1,0,2,2,0,-1.0,0,1,0,118,1
0,1,0,9,0,-1.0,1,1,2,0,1
1,0,1,4,9,-19.0,0,1,0,4,1
0,1,2,2,6,-1.0,0,0,0,1,0
0,1,1,8,12,-1.0,0,1,2,0,1
1,1,1,1,1,-29.0,0,0,0,29,0
1,1,1,1,0,0.0,1,0,0,0,0
0,1,0,5,2,-1.0,0,1,1,22,1
1,1,1,5,0,-2.0,1,0,1,0,0
0,0,2,1,1,-1.0,1,1,0,0,1
1,1,0,2,1,-1.0,0,1,0,1,1
0,1,0,5,0,-1.0,0,1,1,42,1
0,1,0,5,0,-1.0,0,1,1,46,0
